MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,ExterQual,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,BsmtHalfBath,TotalFullBath,TotalHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,YrSold,SaleCondition,SalePrice
80,RL,NA,12800,Reg,SawyerW,1Fam,SLvl,7,5,1989,1989,Wd Sdng,Gd,TA,PConc,GLQ,1518,1518,GasA,Gd,Y,1644,1,1,3,1,2,0,2,1,Gd,5,1,2,Y,2009,Normal,275000
20,RL,77,8593,IR1,NAmes,1Fam,1Story,4,6,1957,1957,MetalSd,TA,TA,CBlock,Rec,288,907,GasA,Ex,Y,907,0,0,1,0,1,0,3,1,TA,5,0,1,Y,2008,Normal,109008
20,RL,64,6762,Reg,CollgCr,1Fam,1Story,7,5,2007,2007,VinylSd,Gd,TA,PConc,GLQ,664,1208,GasA,Ex,Y,1208,1,0,3,0,2,0,2,1,Gd,6,0,2,Y,2007,Partial,195400
20,RL,130,11457,IR1,Timber,1Fam,1Story,6,5,1988,1988,HdBoard,TA,TA,CBlock,GLQ,1005,1392,GasA,TA,Y,1412,1,0,3,0,2,0,3,1,Gd,6,1,2,Y,2009,Normal,175000
160,RM,21,1680,Reg,BrDale,Twnhs,2Story,6,5,1971,1971,HdBoard,TA,TA,CBlock,ALQ,387,483,GasA,TA,Y,987,0,0,1,1,1,1,2,1,TA,4,0,1,Y,2008,Abnorml,85400
50,RM,60,5586,IR1,OldTown,1Fam,1.5Fin,6,7,1920,1998,MetalSd,TA,TA,BrkTil,Unf,0,901,GasA,Gd,Y,1198,0,0,1,0,1,0,4,1,TA,7,0,0,N,2008,Abnorml,79900
160,RM,24,1920,Reg,BrDale,TwnhsE,2Story,5,5,1971,1971,HdBoard,TA,TA,CBlock,ALQ,471,765,GasA,Ex,Y,1365,1,0,2,1,1,1,2,1,TA,6,0,2,Y,2007,Normal,122500
60,RL,100,10839,IR1,Gilbert,1Fam,2Story,6,5,1997,1998,VinylSd,TA,TA,PConc,Unf,0,926,GasA,Ex,Y,1604,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2008,Normal,181000
180,RM,21,1890,Reg,MeadowV,Twnhs,SFoyer,4,7,1972,1972,CemntBd,TA,Gd,CBlock,ALQ,495,630,GasA,Gd,Y,630,1,0,2,0,1,0,1,1,TA,3,0,0,Y,2008,Normal,81000
60,RL,43,10667,IR2,CollgCr,1Fam,2Story,7,6,1996,1996,VinylSd,Gd,TA,PConc,GLQ,385,799,GasA,Ex,Y,1661,1,0,3,1,2,1,3,1,Gd,6,1,2,Y,2009,Normal,212000
50,RM,40,4400,Reg,OldTown,1Fam,1.5Fin,6,8,1920,1950,Stucco,TA,TA,BrkTil,Unf,0,648,GasA,TA,Y,1118,0,0,1,0,1,0,2,1,TA,6,0,2,Y,2006,Normal,116000
45,RM,50,6000,Reg,BrkSide,1Fam,1.5Unf,6,7,1926,2004,Wd Sdng,Gd,TA,PConc,Unf,0,884,GasA,Gd,Y,904,0,0,1,0,1,0,2,1,TA,4,0,1,Y,2009,Normal,119000
30,RL,40,4280,Reg,Crawfor,1Fam,1Story,5,6,1913,2002,WdShing,TA,TA,PConc,LwQ,365,440,GasA,TA,N,694,0,0,1,0,1,0,2,1,Gd,4,1,1,P,2007,Normal,90350
50,RL,67,12354,Reg,Edwards,1Fam,1.5Fin,6,8,1920,2000,Wd Sdng,TA,TA,BrkTil,Unf,0,684,GasA,Gd,Y,1196,0,0,1,0,1,0,3,1,Gd,7,0,2,Y,2009,Normal,110000
20,RL,105,15431,Reg,NridgHt,1Fam,1Story,10,5,2008,2008,VinylSd,Ex,TA,PConc,GLQ,1767,3094,GasA,Ex,Y,2402,1,0,3,0,2,0,2,1,Ex,10,2,3,Y,2009,Normal,555000
90,RL,92,12108,Reg,Edwards,Duplex,1Story,4,4,1955,1955,VinylSd,TA,TA,CBlock,ALQ,133,1440,GasA,TA,N,1440,0,0,2,0,2,0,4,2,Fa,8,0,0,Y,2008,Normal,118000
50,RM,52,6240,Reg,BrkSide,1Fam,1.5Fin,5,7,1930,1992,MetalSd,TA,TA,PConc,Unf,0,1078,GasA,TA,Y,1573,0,0,2,0,2,0,3,1,TA,8,1,2,P,2008,Normal,162900
120,RL,53,3922,Reg,Blmngtn,TwnhsE,1Story,7,5,2006,2007,WdShing,Gd,TA,PConc,Unf,0,1258,GasA,Ex,Y,1258,0,0,2,0,2,0,2,1,Gd,6,1,3,Y,2007,Partial,172500
60,RL,70,8750,Reg,CollgCr,1Fam,2Story,7,5,1994,1995,VinylSd,Gd,Gd,PConc,GLQ,642,915,GasA,Ex,Y,1908,1,0,3,1,2,1,4,1,Gd,8,1,2,Y,2008,Normal,210000
20,RL,73,9855,Reg,Edwards,1Fam,1Story,6,5,1956,1956,Wd Sdng,TA,TA,CBlock,Unf,0,1436,GasA,Fa,Y,1689,0,0,1,0,1,0,3,1,TA,7,1,2,Y,2009,Normal,127500
20,RL,137,16492,IR1,NAmes,1Fam,1Story,6,6,1966,2002,BrkFace,Gd,TA,CBlock,ALQ,247,1517,GasA,Ex,Y,1888,0,0,2,1,2,1,2,1,Gd,6,1,2,Y,2010,Normal,190000
60,RL,NA,11214,IR1,Gilbert,1Fam,2Story,7,5,1998,1999,VinylSd,Gd,TA,PConc,Unf,0,930,GasA,Gd,Y,1886,0,0,2,1,2,1,4,1,Gd,10,1,2,Y,2006,Normal,199900
50,RM,50,8600,Reg,IDOTRR,1Fam,1.5Fin,6,6,1937,1950,MetalSd,TA,TA,BrkTil,Unf,0,780,GasA,TA,Y,1376,0,0,2,0,2,0,3,1,TA,7,1,1,N,2006,Normal,119500
50,RM,50,6000,Reg,OldTown,1Fam,1.5Fin,3,7,1948,2002,MetalSd,TA,Gd,CBlock,ALQ,331,649,GasA,Ex,Y,1183,0,0,1,1,1,1,2,1,TA,6,0,1,Y,2007,Normal,120000
30,RM,70,5684,Reg,OldTown,1Fam,1Story,6,8,1930,2005,Wd Sdng,TA,TA,BrkTil,Unf,0,813,GasA,Ex,Y,813,0,0,1,0,1,0,2,1,Gd,5,0,1,N,2006,Normal,110000
20,RL,62,70761,IR1,ClearCr,1Fam,1Story,7,5,1975,1975,Plywood,TA,TA,CBlock,ALQ,655,1533,GasA,TA,Y,1533,1,0,3,0,2,0,2,1,Gd,5,2,2,Y,2006,Normal,280000
60,RL,NA,9303,IR1,Timber,1Fam,2Story,6,5,1996,1997,VinylSd,Gd,TA,PConc,ALQ,742,872,GasA,Ex,Y,1756,1,0,3,1,2,1,3,1,TA,7,0,2,Y,2007,Normal,204000
60,FV,75,9000,Reg,Somerst,1Fam,2Story,8,5,2008,2008,VinylSd,Gd,TA,PConc,Unf,0,768,GasA,Ex,Y,1590,0,0,2,1,2,1,3,1,Gd,6,0,2,Y,2009,Normal,210000
90,RL,63,9297,Reg,Mitchel,Duplex,1Story,5,5,1976,1976,Plywood,TA,TA,CBlock,ALQ,1606,1728,GasA,TA,Y,1728,2,0,4,0,2,0,4,2,TA,8,0,2,Y,2006,Family,188000
20,RL,80,9600,Reg,NWAmes,1Fam,1Story,7,6,1973,1973,HdBoard,TA,TA,CBlock,ALQ,916,1242,GasA,Fa,Y,1242,0,0,1,1,1,1,3,1,TA,6,1,2,Y,2007,Normal,175500
70,RM,34,4571,Reg,OldTown,1Fam,2Story,5,5,1916,1950,AsbShng,TA,TA,BrkTil,Unf,0,624,GasA,Fa,N,1344,0,0,1,0,1,0,4,1,TA,7,0,3,Y,2008,Abnorml,98000
20,RL,NA,53227,IR1,ClearCr,1Fam,1Story,4,6,1954,1994,Plywood,TA,TA,CBlock,BLQ,1116,1364,GasA,Ex,Y,1663,1,0,2,0,1,0,2,1,Gd,6,2,2,Y,2008,Normal,256000
70,RM,NA,5100,Reg,OldTown,1Fam,2Story,8,7,1925,1996,Stucco,TA,Gd,PConc,Unf,0,588,GasA,Fa,Y,1666,0,0,1,0,1,0,3,1,Gd,7,1,1,Y,2008,Normal,161000
50,RL,NA,7015,IR1,BrkSide,1Fam,1.5Fin,5,4,1950,1950,MetalSd,TA,TA,CBlock,LwQ,185,709,GasA,TA,Y,1203,1,0,2,0,1,0,3,1,Gd,5,1,1,Y,2009,Normal,110000
60,FV,75,8004,IR1,Somerst,1Fam,2Story,8,5,2009,2009,VinylSd,Gd,TA,PConc,GLQ,544,832,GasA,Ex,Y,1935,1,0,3,1,2,1,3,1,TA,8,0,2,Y,2009,Partial,263435
70,RL,60,7200,Reg,SWISU,1Fam,2Story,7,9,1936,2007,Wd Sdng,Gd,Gd,PConc,ALQ,350,560,GasA,Ex,Y,1135,1,0,2,0,1,0,3,1,Gd,6,0,2,Y,2009,Normal,155000
20,RL,60,8281,IR1,Sawyer,1Fam,1Story,5,5,1965,1965,MetalSd,TA,TA,CBlock,Rec,553,864,GasA,Gd,Y,864,0,0,1,0,1,0,3,1,TA,5,1,1,Y,2009,Normal,62383
70,RL,74,11988,IR1,Crawfor,1Fam,2Story,6,7,1934,1995,Stucco,TA,TA,CBlock,LwQ,326,715,GasA,Fa,Y,1660,0,0,1,1,1,1,3,1,TA,6,1,1,Y,2008,Normal,188700
20,RL,60,8430,Reg,CollgCr,1Fam,1Story,5,5,1978,1978,HdBoard,TA,TA,CBlock,Rec,616,1040,GasA,TA,Y,1040,0,0,2,0,2,0,3,1,TA,5,0,0,Y,2009,Normal,124000
120,RM,NA,3072,Reg,Blmngtn,TwnhsE,1Story,7,5,2004,2004,VinylSd,Gd,TA,PConc,Unf,0,1375,GasA,Ex,Y,1414,0,0,2,0,2,0,2,1,Gd,6,1,2,Y,2006,Normal,178740
20,RL,85,10628,Reg,NAmes,1Fam,1Story,7,5,1970,1970,Plywood,TA,Gd,CBlock,GLQ,778,1277,GasA,TA,Y,1277,1,0,2,0,1,0,2,1,TA,5,1,2,Y,2007,Normal,167000
70,RL,79,9480,Reg,NAmes,1Fam,2Story,5,7,1942,1995,MetalSd,TA,TA,CBlock,LwQ,386,728,GasA,Ex,Y,1644,0,0,1,1,1,1,3,1,Gd,7,2,1,Y,2007,Normal,146500
20,RL,98,11428,IR1,NridgHt,1Fam,1Story,8,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,1626,GasA,Ex,Y,1634,0,0,2,0,2,0,3,1,Gd,7,1,3,Y,2007,Normal,250000
60,RL,76,9291,IR1,SawyerW,1Fam,2Story,6,5,1993,1993,HdBoard,Gd,TA,PConc,GLQ,426,832,GasA,Ex,Y,1710,0,0,2,1,2,1,3,1,Gd,7,0,2,Y,2008,Normal,187000
120,RL,NA,6820,IR1,StoneBr,TwnhsE,1Story,8,5,1985,1985,HdBoard,Gd,TA,PConc,GLQ,368,1488,GasA,TA,Y,1502,1,0,2,1,1,1,1,1,Gd,4,0,2,Y,2010,Normal,212000
60,RL,92,11952,Reg,NWAmes,1Fam,2Story,7,6,1977,1977,WdShing,TA,TA,CBlock,Unf,0,808,GasA,TA,Y,1969,0,0,2,1,2,1,3,1,TA,8,1,2,Y,2007,Normal,190000
180,RM,35,3675,Reg,Edwards,TwnhsE,SLvl,6,5,2005,2005,VinylSd,TA,TA,PConc,GLQ,459,547,GasA,Ex,Y,1072,1,0,2,0,1,0,2,1,TA,5,0,2,Y,2008,Normal,148000
20,RL,110,14977,IR1,NridgHt,1Fam,1Story,8,5,2006,2007,VinylSd,Gd,TA,PConc,GLQ,1350,1976,GasA,Ex,Y,1976,1,0,3,0,2,0,2,1,Gd,7,1,3,Y,2007,Partial,440000
120,RL,41,5330,Reg,StoneBr,TwnhsE,1Story,8,5,2000,2000,CemntBd,Gd,TA,PConc,GLQ,1196,1494,GasA,Ex,Y,1652,1,0,3,0,2,0,2,1,Ex,6,0,2,Y,2007,Normal,251000
20,RL,80,8480,Reg,Sawyer,1Fam,1Story,5,6,1963,1963,HdBoard,TA,TA,CBlock,GLQ,630,970,GasA,TA,Y,970,1,0,2,0,1,0,2,1,TA,5,0,2,Y,2007,Normal,132500
20,RL,75,13125,Reg,CollgCr,1Fam,1Story,6,5,1997,1998,VinylSd,TA,TA,PConc,GLQ,994,1478,GasA,Ex,Y,1493,1,0,3,0,2,0,3,1,Gd,7,1,2,Y,2008,Normal,208900
60,RL,105,13693,Reg,NridgHt,1Fam,2Story,9,5,2006,2006,VinylSd,Ex,TA,PConc,Unf,0,2153,GasA,Ex,Y,2643,0,0,2,1,2,1,3,1,Ex,9,1,3,Y,2007,Normal,380000
20,RL,79,10637,Reg,CollgCr,1Fam,1Story,8,5,2007,2008,VinylSd,Gd,TA,PConc,GLQ,1288,1705,GasA,Ex,Y,1718,1,0,3,0,2,0,3,1,Gd,7,1,3,Y,2009,Normal,297000
30,RM,50,5925,Reg,OldTown,1Fam,1Story,4,7,1937,2000,Stucco,TA,TA,BrkTil,Rec,168,907,GasA,TA,Y,1131,0,0,1,0,1,0,2,1,TA,7,0,2,Y,2007,Alloca,89471
20,RL,98,16033,IR1,NridgHt,1Fam,1Story,9,5,2004,2005,VinylSd,Gd,TA,PConc,GLQ,1261,1833,GasA,Ex,Y,1850,1,0,3,0,2,0,3,1,Gd,8,1,3,Y,2006,Normal,326000
20,RL,72,11846,IR1,NridgHt,1Fam,1Story,9,5,2003,2004,VinylSd,Gd,TA,PConc,GLQ,1567,1792,GasA,Ex,Y,1792,1,0,3,0,2,0,2,1,Ex,6,1,3,Y,2006,Normal,374000
70,RM,50,2500,Reg,OldTown,1Fam,2Story,7,8,1915,2005,Stucco,Gd,TA,PConc,ALQ,299,910,GasA,Ex,Y,1826,1,0,2,1,1,1,4,1,Ex,7,1,1,Y,2009,Normal,155000
120,RM,32,4500,Reg,Mitchel,Twnhs,1Story,6,5,1998,1998,VinylSd,TA,TA,PConc,GLQ,897,1216,GasA,Ex,Y,1216,1,0,3,0,2,0,2,1,TA,5,0,2,Y,2006,Normal,164000
20,RL,NA,7758,IR1,Sawyer,1Fam,1Story,5,7,1962,2001,HdBoard,TA,Gd,CBlock,ALQ,588,999,GasA,Gd,Y,999,1,0,2,0,1,0,3,1,Gd,6,0,1,Y,2007,Normal,132500
20,RL,80,9600,Reg,NAmes,1Fam,1Story,5,7,1950,2007,MetalSd,Gd,TA,CBlock,ALQ,607,1113,GasA,Gd,Y,1113,0,0,1,0,1,0,3,1,Gd,5,1,1,Y,2009,Normal,147000
20,RL,79,10289,Reg,NAmes,1Fam,1Story,5,7,1965,1965,MetalSd,TA,TA,CBlock,ALQ,836,1073,GasA,TA,Y,1073,1,0,2,1,1,1,3,1,TA,6,0,2,Y,2007,Normal,156000
20,RL,70,12243,IR1,NWAmes,1Fam,1Story,5,6,1971,1971,Plywood,TA,TA,CBlock,ALQ,998,1484,GasA,Gd,Y,1484,0,0,2,0,2,0,3,1,TA,7,1,2,Y,2007,Normal,175000
190,RL,60,10800,Reg,OldTown,2fmCon,1.5Fin,5,4,1900,1970,Wd Sdng,TA,Fa,CBlock,BLQ,664,954,GasA,TA,N,2414,0,0,2,0,2,0,3,2,TA,10,1,2,N,2006,Normal,160000
180,RM,21,1526,Reg,MeadowV,Twnhs,SFoyer,4,8,1970,2002,CemntBd,TA,Gd,CBlock,GLQ,515,630,GasA,TA,Y,630,1,0,2,0,1,0,1,1,Gd,3,0,1,Y,2009,Normal,86000
160,RM,NA,2665,Reg,MeadowV,TwnhsE,2Story,5,6,1976,1976,CemntBd,TA,TA,PConc,Unf,0,264,GasA,TA,Y,1304,0,0,1,1,1,1,3,1,TA,4,1,1,Y,2008,Normal,115000
50,RL,79,9490,Reg,NAmes,1Fam,1.5Fin,6,7,1941,1950,Wd Sdng,TA,TA,CBlock,BLQ,403,806,GasA,TA,Y,1578,1,0,2,0,1,0,3,1,Fa,5,2,1,Y,2006,Normal,133000
60,RL,105,15578,IR1,Gilbert,1Fam,2Story,6,5,2006,2006,VinylSd,Gd,TA,PConc,Unf,0,728,GasA,Gd,Y,1456,0,0,2,1,2,1,3,1,TA,8,0,2,Y,2006,Partial,172785
20,RL,70,7931,Reg,NAmes,1Fam,1Story,5,6,1960,1960,BrkFace,TA,TA,CBlock,BLQ,374,1269,GasA,TA,Y,1269,0,0,1,1,1,1,3,1,TA,6,1,1,Y,2008,Normal,155000
30,RM,50,5784,Reg,OldTown,1Fam,1Story,5,8,1938,1996,MetalSd,TA,TA,BrkTil,Unf,0,190,GasA,Gd,Y,886,0,0,1,0,1,0,2,1,TA,4,0,1,Y,2009,Normal,91300
30,C (all),60,7879,Reg,IDOTRR,1Fam,1Story,4,5,1920,1950,Wd Sdng,TA,TA,CBlock,Rec,495,720,GasA,TA,N,720,0,0,1,0,1,0,2,1,TA,4,0,0,N,2009,Abnorml,34900
20,RL,NA,12692,IR1,NoRidge,1Fam,1Story,8,5,1992,1993,BrkFace,Gd,TA,PConc,GLQ,1231,3200,GasA,Ex,Y,3228,1,0,4,0,3,0,4,1,Gd,10,1,2,Y,2007,Normal,430000
50,RL,60,9120,Reg,BrkSide,1Fam,1.5Fin,7,6,1925,1950,Wd Sdng,TA,Gd,PConc,Rec,329,1026,GasA,Ex,Y,1820,1,0,3,0,2,0,4,1,TA,8,0,1,N,2008,Normal,184000
20,RL,65,7800,Reg,Sawyer,1Fam,1Story,5,7,1967,2004,HdBoard,TA,TA,PConc,ALQ,450,864,GasA,Ex,Y,899,0,0,1,0,1,0,3,1,Gd,5,0,1,Y,2009,Normal,130000
20,RL,70,7535,IR1,NAmes,1Fam,1Story,5,7,1958,1985,MetalSd,TA,TA,CBlock,BLQ,111,912,GasA,Fa,Y,912,0,1,1,1,1,0,2,1,TA,5,0,1,Y,2007,Normal,120000
160,RM,21,1890,Reg,BrDale,Twnhs,2Story,6,5,1973,1973,HdBoard,TA,TA,CBlock,BLQ,356,672,GasA,TA,Y,1218,0,0,1,1,1,1,3,1,TA,7,0,1,Y,2007,Normal,113000
60,FV,75,9803,Reg,Somerst,1Fam,2Story,7,5,2005,2005,VinylSd,Gd,TA,PConc,GLQ,400,866,GasA,Gd,Y,1768,0,0,2,1,2,1,3,1,Gd,7,0,2,Y,2008,Normal,226700
20,RL,70,9170,Reg,Edwards,1Fam,1Story,5,7,1965,1965,MetalSd,TA,TA,CBlock,ALQ,698,1214,GasA,Ex,Y,1214,1,0,2,0,1,0,2,1,TA,6,0,2,Y,2007,Normal,140000
20,RL,100,15602,IR1,Crawfor,1Fam,1Story,7,8,1959,1997,BrkFace,TA,TA,CBlock,ALQ,1247,1501,GasA,TA,Y,1801,1,0,3,0,2,0,1,1,TA,6,2,2,Y,2010,Normal,289000
160,RL,24,2308,Reg,NPkVill,TwnhsE,2Story,6,5,1974,1974,Plywood,TA,TA,CBlock,ALQ,257,855,GasA,TA,Y,1322,0,1,2,2,2,1,3,1,TA,6,1,2,Y,2009,Normal,147000
90,RM,60,7596,Reg,OldTown,Duplex,2Story,5,5,1952,1952,Wd Sdng,TA,TA,CBlock,Unf,0,960,GasA,Gd,Y,1960,0,0,2,0,2,0,4,2,TA,10,0,2,N,2009,Normal,124500
60,RL,80,9554,IR1,SawyerW,1Fam,2Story,8,5,1993,1994,VinylSd,Gd,TA,PConc,GLQ,380,777,GasA,Ex,Y,1911,0,0,2,1,2,1,3,1,Gd,8,1,2,Y,2006,Normal,215000
20,FV,75,7862,IR1,Somerst,1Fam,1Story,6,5,2009,2009,VinylSd,Gd,TA,PConc,GLQ,27,1218,GasA,Ex,Y,1218,0,0,2,0,2,0,2,1,Gd,4,0,2,Y,2009,Partial,208300
70,RM,60,9600,Reg,OldTown,1Fam,2Story,7,9,1928,2005,MetalSd,TA,Ex,BrkTil,Rec,141,689,GasA,Ex,Y,1378,0,0,2,0,2,0,3,1,Gd,7,1,2,N,2008,Normal,161000
20,RL,80,9600,Reg,NAmes,1Fam,1Story,5,6,1959,1959,MetalSd,TA,TA,CBlock,ALQ,991,1041,GasA,Ex,Y,1041,1,0,2,0,1,0,3,1,TA,6,0,1,Y,2009,Normal,124500
20,RL,75,14559,Reg,NAmes,1Fam,1Story,5,7,1951,2000,Wd Sdng,Gd,TA,CBlock,BLQ,650,1008,GasA,Ex,Y,1363,1,0,2,0,1,0,2,1,TA,6,2,1,Y,2009,Normal,164900
120,RL,40,6792,IR1,NridgHt,TwnhsE,1Story,7,5,2005,2006,VinylSd,Gd,TA,PConc,Unf,0,1368,GasA,Ex,Y,1368,0,0,2,0,2,0,2,1,Gd,6,1,2,Y,2006,Partial,202665
20,RL,70,9100,Reg,NAmes,1Fam,1Story,5,5,1958,1958,VinylSd,TA,TA,CBlock,BLQ,521,864,GasA,TA,Y,864,1,0,2,0,1,0,3,1,TA,5,0,2,Y,2006,Normal,129900
20,RL,71,9187,Reg,Mitchel,1Fam,1Story,6,5,1983,1983,VinylSd,TA,Gd,PConc,ALQ,336,1084,GasA,TA,Y,1080,0,0,1,1,1,1,3,1,TA,5,0,2,Y,2007,Normal,134000
45,RL,55,10594,Reg,Crawfor,1Fam,1.5Unf,5,5,1926,1950,Wd Sdng,TA,TA,BrkTil,Unf,0,768,Grav,Fa,N,789,0,0,1,0,1,0,2,1,TA,5,0,1,Y,2007,Normal,96500
20,RL,94,12220,Reg,NridgHt,1Fam,1Story,10,5,2009,2009,CemntBd,Ex,TA,CBlock,GLQ,1436,2006,GasA,Ex,Y,2020,1,0,3,1,2,1,3,1,Ex,9,1,3,Y,2009,Partial,402861
80,RL,NA,10448,IR1,NWAmes,1Fam,SLvl,6,6,1972,1972,HdBoard,TA,TA,CBlock,Unf,0,689,GasA,TA,Y,2119,0,0,2,1,2,1,3,1,TA,7,1,2,Y,2009,Abnorml,158000
60,RL,79,10208,IR1,NoRidge,1Fam,2Story,7,5,1996,1997,VinylSd,Gd,TA,PConc,Unf,0,1264,GasA,Ex,Y,2344,0,0,2,1,2,1,3,1,Gd,7,1,3,Y,2009,Normal,265000
60,RL,NA,9531,IR1,CollgCr,1Fam,2Story,6,5,1998,1998,VinylSd,TA,TA,PConc,GLQ,706,794,GasA,Ex,Y,1796,1,0,3,1,2,1,3,1,TA,7,0,2,Y,2007,Normal,211000
70,RL,53,10918,Reg,Crawfor,1Fam,2Story,7,9,1926,2004,MetalSd,Gd,TA,BrkTil,Unf,0,1276,GasA,Ex,Y,2080,0,0,1,1,1,1,3,1,Gd,9,2,1,Y,2009,Normal,234000
190,RL,60,10800,Reg,OldTown,2fmCon,2Story,4,7,1900,2000,MetalSd,TA,TA,BrkTil,NA,0,0,GasA,TA,N,1294,0,0,2,0,2,0,3,2,TA,7,0,0,N,2008,Normal,106250
20,RL,90,11988,IR1,NAmes,1Fam,1Story,6,6,1957,1957,VinylSd,TA,TA,CBlock,Rec,777,1244,GasA,Ex,Y,1244,0,0,1,1,1,1,3,1,TA,6,2,1,Y,2007,Normal,150000
50,RM,50,5000,Reg,BrkSide,1Fam,1.5Fin,6,7,1947,1950,CemntBd,TA,Gd,CBlock,ALQ,399,1004,GasA,Ex,Y,1664,0,0,2,0,2,0,3,1,TA,7,2,2,Y,2006,Normal,159000
60,RL,130,40094,IR1,Edwards,1Fam,2Story,10,5,2007,2008,CemntBd,Ex,TA,PConc,GLQ,2260,3138,GasA,Ex,Y,4676,1,0,4,1,3,1,3,1,Ex,11,1,3,Y,2007,Partial,184750
60,RL,95,11787,IR1,NoRidge,1Fam,2Story,7,5,1996,1997,VinylSd,Gd,TA,PConc,GLQ,719,1379,GasA,Ex,Y,2398,1,0,3,1,2,1,3,1,Gd,8,1,3,Y,2007,Normal,315750
20,FV,62,7500,Reg,Somerst,1Fam,1Story,7,5,2005,2005,VinylSd,Gd,TA,PConc,Unf,0,1257,GasA,Ex,Y,1266,0,0,2,0,2,0,3,1,Gd,6,1,2,Y,2006,Normal,176000
20,RL,70,13300,Reg,NAmes,1Fam,1Story,5,7,1956,2000,Wd Sdng,TA,TA,CBlock,Rec,377,928,GasA,TA,Y,928,0,0,1,0,1,0,2,1,TA,4,0,1,Y,2007,Normal,132000
60,RL,67,14948,IR1,NridgHt,1Fam,2Story,9,5,2008,2008,VinylSd,Ex,TA,PConc,GLQ,1330,1452,GasA,Ex,Y,2713,1,0,3,1,2,1,3,1,Ex,11,1,3,Y,2008,Partial,446261
30,RL,58,9098,IR1,Edwards,1Fam,1Story,4,7,1920,2002,Wd Sdng,TA,TA,BrkTil,ALQ,348,528,GasA,Ex,Y,605,1,0,2,0,1,0,2,1,TA,5,0,0,N,2007,Normal,86000
20,RL,NA,32668,IR1,Crawfor,1Fam,1Story,6,3,1957,1975,Wd Sdng,Gd,TA,PConc,Rec,1219,2035,GasA,TA,Y,2515,1,0,4,0,3,0,4,2,TA,9,2,2,Y,2007,Alloca,200624
80,RL,85,10200,Reg,Timber,1Fam,SLvl,6,5,1988,1989,HdBoard,Gd,TA,CBlock,GLQ,783,1461,GasA,Ex,Y,1509,1,0,3,0,2,0,3,1,Gd,5,1,2,Y,2008,Abnorml,175000
70,RM,60,6155,IR1,BrkSide,1Fam,2Story,6,8,1920,1999,Wd Sdng,TA,TA,BrkTil,Unf,0,611,GasA,Ex,Y,1362,0,0,2,0,2,0,3,1,TA,6,0,2,Y,2008,Normal,128000
20,RL,60,7200,Reg,NAmes,1Fam,1Story,5,7,1955,2007,VinylSd,TA,TA,Slab,NA,0,0,GasA,Ex,Y,827,0,0,1,0,1,0,2,1,TA,5,1,1,Y,2010,Normal,107500
20,RL,50,5000,Reg,BrkSide,1Fam,1Story,1,3,1946,1950,VinylSd,Fa,Fa,Slab,NA,0,0,GasA,Fa,N,334,0,0,1,0,1,0,1,1,Fa,2,0,0,N,2007,Normal,39300
60,RL,74,9056,IR1,Gilbert,1Fam,2Story,8,5,2004,2004,VinylSd,Gd,TA,PConc,Unf,0,707,GasA,Ex,Y,1414,0,0,2,1,2,1,3,1,Gd,6,1,2,Y,2006,Normal,178000
190,RL,70,7000,Reg,Edwards,2fmCon,2Story,5,7,1910,1991,MetalSd,TA,TA,CBlock,GLQ,969,1117,GasA,TA,Y,1347,1,0,2,0,1,0,3,1,TA,5,0,0,N,2008,Normal,107500
60,RL,57,8924,IR1,CollgCr,1Fam,2Story,7,5,1998,1999,VinylSd,TA,TA,PConc,Unf,0,880,GasA,Ex,Y,1724,0,0,2,1,2,1,3,1,Gd,8,0,2,Y,2008,Normal,188000
20,RL,NA,12735,IR1,NAmes,1Fam,1Story,4,5,1972,1972,MetalSd,TA,TA,CBlock,BLQ,600,864,GasA,TA,Y,864,0,0,1,0,1,0,3,1,TA,5,0,2,Y,2008,Normal,111250
20,RL,NA,11553,IR1,Sawyer,1Fam,1Story,5,5,1968,1968,Plywood,TA,TA,CBlock,BLQ,673,1051,GasA,TA,Y,1159,0,0,1,1,1,1,3,1,TA,7,1,1,Y,2006,Normal,158000
20,RL,NA,11423,Reg,CollgCr,1Fam,1Story,8,5,2001,2002,VinylSd,Gd,TA,PConc,GLQ,1358,1581,GasA,Ex,Y,1601,1,0,3,0,2,0,3,1,Gd,6,1,2,Y,2010,Normal,272000
20,RL,85,14601,Reg,Timber,1Fam,1Story,9,5,2006,2006,VinylSd,Ex,TA,PConc,GLQ,1260,1838,GasA,Ex,Y,1838,1,0,3,0,2,0,2,1,Ex,8,1,3,Y,2009,Normal,315000
60,RL,NA,11000,Reg,NoRidge,1Fam,2Story,8,5,2000,2000,VinylSd,Gd,TA,PConc,Unf,0,969,GasA,Ex,Y,2285,0,0,2,1,2,1,4,1,Gd,8,1,3,Y,2007,Normal,248000
